id,英文名稱,課程名稱,作業名稱,作業類型,繳交人數,通過人數,通過率
23,east-asian-confucianisms-humanism2,東亞儒家:人文精神二(East Asian Confucianisms: Humanism 2),請完成以下選擇題,exam,6,5,0.83
23,east-asian-confucianisms-humanism2,東亞儒家:人文精神二(East Asian Confucianisms: Humanism 2),佛教與本土觀念的對話,phased peer,0,0,None
23,east-asian-confucianisms-humanism2,東亞儒家:人文精神二(East Asian Confucianisms: Humanism 2),「理一分殊」說在21世紀的新啟示,phased peer,0,0,None
23,east-asian-confucianisms-humanism2,東亞儒家:人文精神二(East Asian Confucianisms: Humanism 2),請完成以下選擇題,exam,1,1,1.00
23,east-asian-confucianisms-humanism2,東亞儒家:人文精神二(East Asian Confucianisms: Humanism 2),從經濟問題論仁政之實踐,phased peer,0,0,None
23,east-asian-confucianisms-humanism2,東亞儒家:人文精神二(East Asian Confucianisms: Humanism 2),練習：一段史料分析,phased peer,0,0,None
23,east-asian-confucianisms-humanism2,東亞儒家:人文精神二(East Asian Confucianisms: Humanism 2),「臺灣經驗」評論,phased peer,0,0,None
24,su-dongpo,東坡詞 (Ci Poetry of Su Dong Po),東坡詞第一次作業,phased peer,142,90,0.63
24,su-dongpo,東坡詞 (Ci Poetry of Su Dong Po),東坡詞第二次作業,phased peer,86,68,0.79
24,su-dongpo,東坡詞 (Ci Poetry of Su Dong Po),東坡詞第三次作業,phased peer,76,62,0.82
25,robotics1,機器人學一 (Robotics 1),Lecture 1,exam,302,247,0.82
25,robotics1,機器人學一 (Robotics 1),Lecture 2,exam,163,139,0.85
25,robotics1,機器人學一 (Robotics 1),Lecture 3,exam,112,86,0.77
25,robotics1,機器人學一 (Robotics 1),Lecture 4,exam,61,35,0.57
25,robotics1,機器人學一 (Robotics 1),Lecture 5,exam,30,26,0.87
25,robotics1,機器人學一 (Robotics 1),Lecture 6,exam,24,24,1.00
25,robotics1,機器人學一 (Robotics 1),Lecture 7,exam,21,19,0.90
26,xila-zhexue,活用希臘哲學 (Understanding the Greek Philosophy),第二週作業,phased peer,158,93,0.59
26,xila-zhexue,活用希臘哲學 (Understanding the Greek Philosophy),第三週作業,phased peer,103,68,0.66
26,xila-zhexue,活用希臘哲學 (Understanding the Greek Philosophy),第四週作業,phased peer,80,59,0.74
26,xila-zhexue,活用希臘哲學 (Understanding the Greek Philosophy),第六週作業,phased peer,59,47,0.80
26,xila-zhexue,活用希臘哲學 (Understanding the Greek Philosophy),第七週作業,phased peer,51,37,0.73
27,developmental-psychology,發展心理學：哲學觀與方法論 (Developmental Psychology: Philosophical Bases and Methodology),第二週作業,exam,150,127,0.85
27,developmental-psychology,發展心理學：哲學觀與方法論 (Developmental Psychology: Philosophical Bases and Methodology),第三週作業,exam,82,69,0.84
27,developmental-psychology,發展心理學：哲學觀與方法論 (Developmental Psychology: Philosophical Bases and Methodology),第三週作業——同儕互評,phased peer,36,31,0.86
27,developmental-psychology,發展心理學：哲學觀與方法論 (Developmental Psychology: Philosophical Bases and Methodology),第四週作業,exam,57,49,0.86
28,the-red-chamber-dream,紅樓夢(The Red Chamber Dream),第一次申論作業,phased peer,34,28,0.82
28,the-red-chamber-dream,紅樓夢(The Red Chamber Dream),第一週測驗,exam,214,174,0.81
28,the-red-chamber-dream,紅樓夢(The Red Chamber Dream),第二週測驗,exam,124,118,0.95
28,the-red-chamber-dream,紅樓夢(The Red Chamber Dream),第三週測驗,exam,98,94,0.96
28,the-red-chamber-dream,紅樓夢(The Red Chamber Dream),第二次 申論作業 (課程回顧題),phased peer,22,17,0.77
28,the-red-chamber-dream,紅樓夢(The Red Chamber Dream),第二次 申論作業（延伸題）,phased peer,9,8,0.89
28,the-red-chamber-dream,紅樓夢(The Red Chamber Dream),第四週測驗,exam,83,82,0.99
28,the-red-chamber-dream,紅樓夢(The Red Chamber Dream),第五週測驗,exam,68,59,0.87
28,the-red-chamber-dream,紅樓夢(The Red Chamber Dream),期末考,exam,60,49,0.82
28,the-red-chamber-dream,紅樓夢(The Red Chamber Dream),第六週測驗,exam,70,65,0.93
29,rcd2,紅樓夢：母神崇拜(The Red Chamber Dream 2),第一次申論作業,phased peer,0,0,None
29,rcd2,紅樓夢：母神崇拜(The Red Chamber Dream 2),第一週課後練習,exam,1,1,1.00
29,rcd2,紅樓夢：母神崇拜(The Red Chamber Dream 2),第二週課後練習,exam,0,0,None
29,rcd2,紅樓夢：母神崇拜(The Red Chamber Dream 2),第三週課後練習,exam,0,0,None
29,rcd2,紅樓夢：母神崇拜(The Red Chamber Dream 2),第四週課後練習,exam,0,0,None
29,rcd2,紅樓夢：母神崇拜(The Red Chamber Dream 2),第二次申論作業（延伸續寫題）,phased peer,0,0,None
29,rcd2,紅樓夢：母神崇拜(The Red Chamber Dream 2),第二次申論作業（課程回顧題）,phased peer,0,0,None
29,rcd2,紅樓夢：母神崇拜(The Red Chamber Dream 2),第五週課後練習,exam,1,1,1.00
29,rcd2,紅樓夢：母神崇拜(The Red Chamber Dream 2),第六週課後練習,exam,0,0,None
29,rcd2,紅樓夢：母神崇拜(The Red Chamber Dream 2),期末測驗,exam,0,0,None
30,economics,經濟學概論：誘因與市場（Introduction to Economics: Incentive and Markets）,第一講作業,exam,373,370,0.99
30,economics,經濟學概論：誘因與市場（Introduction to Economics: Incentive and Markets）,第二講作業 I,exam,222,211,0.95
30,economics,經濟學概論：誘因與市場（Introduction to Economics: Incentive and Markets）,第二講作業 II,phased peer,102,77,0.75
30,economics,經濟學概論：誘因與市場（Introduction to Economics: Incentive and Markets）,第三講作業,exam,157,151,0.96
30,economics,經濟學概論：誘因與市場（Introduction to Economics: Incentive and Markets）,第四講作業 I,exam,106,106,1.00
30,economics,經濟學概論：誘因與市場（Introduction to Economics: Incentive and Markets）,第四講作業 II,phased peer,63,51,0.81
31,zhichang-suyang,職場素養 (Professionalism),作業一,phased peer,1131,527,0.47
31,zhichang-suyang,職場素養 (Professionalism),作業二,phased peer,687,418,0.61
31,zhichang-suyang,職場素養 (Professionalism),作業三,phased peer,543,343,0.63
32,zhuangzi,"莊子─姿勢、意識與感情 (Zhuangzi─Posture, Awareness, and Sentiment)",〈逍遙遊〉北冥有魚隨堂測驗,exam,1779,1250,0.70
32,zhuangzi,"莊子─姿勢、意識與感情 (Zhuangzi─Posture, Awareness, and Sentiment)",〈逍遙遊〉堯讓天下＼〈逍遙遊〉大瓠之種隨堂測驗,exam,985,878,0.89
32,zhuangzi,"莊子─姿勢、意識與感情 (Zhuangzi─Posture, Awareness, and Sentiment)",第一次作業,phased peer,324,239,0.74
32,zhuangzi,"莊子─姿勢、意識與感情 (Zhuangzi─Posture, Awareness, and Sentiment)",〈齊物論〉南郭子綦＼〈齊物論〉莫知所萌隨堂測驗,exam,710,543,0.76
32,zhuangzi,"莊子─姿勢、意識與感情 (Zhuangzi─Posture, Awareness, and Sentiment)",〈齊物論〉莫若以明（上）隨堂測驗,exam,702,567,0.81
32,zhuangzi,"莊子─姿勢、意識與感情 (Zhuangzi─Posture, Awareness, and Sentiment)",〈齊物論〉莫若以明（下）隨堂測驗,exam,507,465,0.92
