id,英文名稱,課程名稱,天數,日期,註冊人數,購買人數,完課人數
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day124,2017-01-19,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day125,2017-01-20,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day126,2017-01-21,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day127,2017-01-22,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day128,2017-01-23,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day129,2017-01-24,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day130,2017-01-25,2,2,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day131,2017-01-26,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day132,2017-01-27,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day133,2017-01-28,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day134,2017-01-29,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day135,2017-01-30,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day136,2017-01-31,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day137,2017-02-01,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day138,2017-02-02,4,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day139,2017-02-03,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day140,2017-02-04,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day141,2017-02-05,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day142,2017-02-06,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day143,2017-02-07,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day144,2017-02-08,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day145,2017-02-09,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day146,2017-02-10,3,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day147,2017-02-11,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day148,2017-02-12,1,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day149,2017-02-13,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day150,2017-02-14,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day151,2017-02-15,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day152,2017-02-16,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day153,2017-02-17,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day154,2017-02-18,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day155,2017-02-19,2,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day156,2017-02-20,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day157,2017-02-21,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day158,2017-02-22,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day159,2017-02-23,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day160,2017-02-24,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day161,2017-02-25,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day162,2017-02-26,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day163,2017-02-27,3,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day164,2017-02-28,1,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day165,2017-03-01,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day166,2017-03-02,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day167,2017-03-03,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day168,2017-03-04,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day169,2017-03-05,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day170,2017-03-06,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day171,2017-03-07,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day172,2017-03-08,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day173,2017-03-09,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day174,2017-03-10,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day175,2017-03-11,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day176,2017-03-12,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day177,2017-03-13,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day178,2017-03-14,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day179,2017-03-15,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day180,2017-03-16,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day181,2017-03-17,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day182,2017-03-18,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day183,2017-03-19,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day184,2017-03-20,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day185,2017-03-21,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day186,2017-03-22,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day187,2017-03-23,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day188,2017-03-24,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day189,2017-03-25,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day190,2017-03-26,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day191,2017-03-27,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day192,2017-03-28,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day193,2017-03-29,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day194,2017-03-30,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day195,2017-03-31,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day196,2017-04-01,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day197,2017-04-02,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day198,2017-04-03,5,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day199,2017-04-04,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day200,2017-04-05,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day201,2017-04-06,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day202,2017-04-07,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day203,2017-04-08,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day204,2017-04-09,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day205,2017-04-10,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day206,2017-04-11,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day207,2017-04-12,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day208,2017-04-13,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day209,2017-04-14,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day210,2017-04-15,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day211,2017-04-16,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day212,2017-04-17,1,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day213,2017-04-18,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day214,2017-04-19,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day215,2017-04-20,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day216,2017-04-21,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day217,2017-04-22,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day218,2017-04-23,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day219,2017-04-24,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day220,2017-04-25,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day221,2017-04-26,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day222,2017-04-27,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day223,2017-04-28,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day224,2017-04-29,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day225,2017-04-30,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day226,2017-05-01,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day227,2017-05-02,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day228,2017-05-03,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day229,2017-05-04,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day230,2017-05-05,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day231,2017-05-06,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day232,2017-05-07,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day233,2017-05-08,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day234,2017-05-09,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day235,2017-05-10,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day236,2017-05-11,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day237,2017-05-12,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day238,2017-05-13,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day239,2017-05-14,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day240,2017-05-15,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day241,2017-05-16,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day242,2017-05-17,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day243,2017-05-18,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day244,2017-05-19,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day245,2017-05-20,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day246,2017-05-21,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day247,2017-05-22,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day248,2017-05-23,1,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day249,2017-05-24,2,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day250,2017-05-25,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day251,2017-05-26,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day252,2017-05-27,2,2,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day253,2017-05-28,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day254,2017-05-29,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day255,2017-05-30,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day256,2017-05-31,1,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day257,2017-06-01,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day258,2017-06-02,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day259,2017-06-03,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day260,2017-06-04,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day261,2017-06-05,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day262,2017-06-06,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day263,2017-06-07,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day264,2017-06-08,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day265,2017-06-09,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day266,2017-06-10,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day267,2017-06-11,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day268,2017-06-12,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day269,2017-06-13,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day270,2017-06-14,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day271,2017-06-15,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day272,2017-06-16,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day273,2017-06-17,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day274,2017-06-18,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day275,2017-06-19,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day276,2017-06-20,1,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day277,2017-06-21,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day278,2017-06-22,1,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day279,2017-06-23,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day280,2017-06-24,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day281,2017-06-25,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day282,2017-06-26,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day283,2017-06-27,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day284,2017-06-28,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day285,2017-06-29,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day286,2017-06-30,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day287,2017-07-01,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day288,2017-07-02,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day289,2017-07-03,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day290,2017-07-04,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day291,2017-07-05,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day292,2017-07-06,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day293,2017-07-07,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day294,2017-07-08,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day295,2017-07-09,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day296,2017-07-10,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day297,2017-07-11,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day298,2017-07-12,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day299,2017-07-13,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day300,2017-07-14,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day301,2017-07-15,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day302,2017-07-16,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day303,2017-07-17,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day304,2017-07-18,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day305,2017-07-19,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day306,2017-07-20,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day307,2017-07-21,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day308,2017-07-22,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day309,2017-07-23,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day310,2017-07-24,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day311,2017-07-25,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day312,2017-07-26,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day313,2017-07-27,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day314,2017-07-28,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day315,2017-07-29,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day316,2017-07-30,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day317,2017-07-31,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day318,2017-08-01,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day319,2017-08-02,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day320,2017-08-03,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day321,2017-08-04,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day322,2017-08-05,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day323,2017-08-06,3,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day324,2017-08-07,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day325,2017-08-08,3,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day326,2017-08-09,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day327,2017-08-10,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day328,2017-08-11,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day329,2017-08-12,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day330,2017-08-13,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day331,2017-08-14,3,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day332,2017-08-15,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day333,2017-08-16,1,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day334,2017-08-17,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day335,2017-08-18,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day336,2017-08-19,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day337,2017-08-20,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day338,2017-08-21,2,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day339,2017-08-22,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day340,2017-08-23,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day341,2017-08-24,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day342,2017-08-25,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day343,2017-08-26,2,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day344,2017-08-27,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day345,2017-08-28,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day346,2017-08-29,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day347,2017-08-30,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day348,2017-08-31,2,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day349,2017-09-01,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day350,2017-09-02,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day351,2017-09-03,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day352,2017-09-04,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day353,2017-09-05,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day354,2017-09-06,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day355,2017-09-07,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day356,2017-09-08,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day357,2017-09-09,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day358,2017-09-10,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day359,2017-09-11,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day360,2017-09-12,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day361,2017-09-13,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day362,2017-09-14,2,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day363,2017-09-15,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day364,2017-09-16,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day365,2017-09-17,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day366,2017-09-18,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day367,2017-09-19,3,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day368,2017-09-20,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day369,2017-09-21,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day370,2017-09-22,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day371,2017-09-23,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day372,2017-09-24,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day373,2017-09-25,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day374,2017-09-26,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day375,2017-09-27,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day376,2017-09-28,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day377,2017-09-29,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day378,2017-09-30,2,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day379,2017-10-01,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day380,2017-10-02,3,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day381,2017-10-03,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day382,2017-10-04,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day383,2017-10-05,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day384,2017-10-06,1,1,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day385,2017-10-07,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day386,2017-10-08,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day387,2017-10-09,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day388,2017-10-10,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day389,2017-10-11,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day390,2017-10-12,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day391,2017-10-13,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day392,2017-10-14,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day393,2017-10-15,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day394,2017-10-16,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day395,2017-10-17,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day396,2017-10-18,2,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day397,2017-10-19,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day398,2017-10-20,1,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day399,2017-10-21,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day400,2017-10-22,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day401,2017-10-23,0,0,0
5,cad-bim-shiwu,CAD/BIM實務總整專題：畢業課程,Day402,2017-10-24,2,0,0
